tales	similarity (overlap of top 10 nouns)
('30. Läuschen und Flöhchen .', '56. Der Liebste Roland .')	1
('30. Läuschen und Flöhchen .', '61. Das Bürle .')	1
('30. Läuschen und Flöhchen .', '67. Die zwölf Jäger .')	1
('30. Läuschen und Flöhchen .', '79. Die Wassernixe .')	1
('30. Läuschen und Flöhchen .', '80. Von dem Tode des Hühnchens .')	1
('30. Läuschen und Flöhchen .', '81. Bruder Lustig .')	1
('31. Das Mädchen ohne Hände .', '38. Die Hochzeit der Frau Füchsin .')	1
('31. Das Mädchen ohne Hände .', '39. Die Wichtelmänner .')	1
('31. Das Mädchen ohne Hände .', '42. Der Herr Gevatter .')	1
('31. Das Mädchen ohne Hände .', '43. Frau Trude .')	1
('31. Das Mädchen ohne Hände .', '44. Der Gevatter Tod .')	1
('31. Das Mädchen ohne Hände .', '45. Daumerlings Wanderschaft .')	1
('31. Das Mädchen ohne Hände .', '47. Von dem Machandelboom .')	1
('31. Das Mädchen ohne Hände .', '55. Rumpelstilzchen .')	1
('31. Das Mädchen ohne Hände .', '56. Der Liebste Roland .')	1
('31. Das Mädchen ohne Hände .', '65. Allerleirauh .')	1
('31. Das Mädchen ohne Hände .', '66. Häsichenbraut .')	1
('31. Das Mädchen ohne Hände .', '67. Die zwölf Jäger .')	1
('31. Das Mädchen ohne Hände .', '71. Sechse kommen durch die ganze Welt .')	1
('31. Das Mädchen ohne Hände .', '74. Der Fuchs und die Frau Gevatterin .')	1
('31. Das Mädchen ohne Hände .', '78. Der alte Großvater und der Enkel .')	1
('31. Das Mädchen ohne Hände .', '83. Hans im Glück .')	1
('31. Das Mädchen ohne Hände .', '85. Die Goldkinder .')	1
('32. Der gescheidte Hans .', '43. Frau Trude .')	1
('32. Der gescheidte Hans .', '49. Die sechs Schwäne .')	1
('32. Der gescheidte Hans .', '50. Dornröschen .')	1
('32. Der gescheidte Hans .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('32. Der gescheidte Hans .', '69. Jorinde und Joringel .')	1
('32. Der gescheidte Hans .', '73. Der Wolf und der Fuchs .')	1
('32. Der gescheidte Hans .', '77. Das kluge Grethel .')	1
('32. Der gescheidte Hans .', '83. Hans im Glück .')	1
('32. Der gescheidte Hans .', '84. Hans heirathet .')	1
('32. Der gescheidte Hans .', 'full corpus')	1
('33. Die drei Sprachen .', '36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .')	1
('33. Die drei Sprachen .', '48. Der alte Sultan .')	1
('33. Die drei Sprachen .', '50. Dornröschen .')	1
('33. Die drei Sprachen .', '56. Der Liebste Roland .')	1
('33. Die drei Sprachen .', '58. Der Hund und der Sperling .')	1
('33. Die drei Sprachen .', '68. De Gaudeif un sien Meester .')	1
('33. Die drei Sprachen .', '70. Die drei Glückskinder .')	1
('33. Die drei Sprachen .', '72. Der Wolf und der Mensch .')	1
('33. Die drei Sprachen .', '75. Der Fuchs und die Katze .')	1
('33. Die drei Sprachen .', '76. Die Nelke .')	1
('34. Die kluge Else .', '45. Daumerlings Wanderschaft .')	1
('34. Die kluge Else .', '46. Fitchers Vogel .')	1
('34. Die kluge Else .', '47. Von dem Machandelboom .')	1
('34. Die kluge Else .', '49. Die sechs Schwäne .')	1
('34. Die kluge Else .', '50. Dornröschen .')	1
('34. Die kluge Else .', '53. Sneewittchen .')	1
('34. Die kluge Else .', '61. Das Bürle .')	1
('34. Die kluge Else .', '63. Die drei Federn .')	1
('34. Die kluge Else .', '64. Die goldene Gans .')	1
('34. Die kluge Else .', '66. Häsichenbraut .')	1
('34. Die kluge Else .', '68. De Gaudeif un sien Meester .')	1
('34. Die kluge Else .', '71. Sechse kommen durch die ganze Welt .')	1
('34. Die kluge Else .', '73. Der Wolf und der Fuchs .')	1
('34. Die kluge Else .', '74. Der Fuchs und die Frau Gevatterin .')	1
('34. Die kluge Else .', '76. Die Nelke .')	1
('34. Die kluge Else .', '83. Hans im Glück .')	1
('34. Die kluge Else .', '84. Hans heirathet .')	1
('34. Die kluge Else .', '85. Die Goldkinder .')	1
('35. Der Schneider im Himmel .', '38. Die Hochzeit der Frau Füchsin .')	1
('35. Der Schneider im Himmel .', '42. Der Herr Gevatter .')	1
('35. Der Schneider im Himmel .', '44. Der Gevatter Tod .')	1
('35. Der Schneider im Himmel .', '45. Daumerlings Wanderschaft .')	1
('35. Der Schneider im Himmel .', '48. Der alte Sultan .')	1
('35. Der Schneider im Himmel .', '59. Der Frieder und das Catherlieschen .')	1
('35. Der Schneider im Himmel .', '60. Die zwei Brüder .')	1
('35. Der Schneider im Himmel .', '71. Sechse kommen durch die ganze Welt .')	1
('35. Der Schneider im Himmel .', '75. Der Fuchs und die Katze .')	1
('35. Der Schneider im Himmel .', '76. Die Nelke .')	1
('35. Der Schneider im Himmel .', '78. Der alte Großvater und der Enkel .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '37. Daumesdick .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '45. Daumerlings Wanderschaft .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '60. Die zwei Brüder .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '65. Allerleirauh .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '67. Die zwölf Jäger .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '71. Sechse kommen durch die ganze Welt .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '75. Der Fuchs und die Katze .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '76. Die Nelke .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '78. Der alte Großvater und der Enkel .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', '85. Die Goldkinder .')	1
('36. Tischchen deck dich , Goldesel , und Knüppel aus dem Sack .', 'full corpus')	1
('37. Daumesdick .', '41. Herr Korbes .')	1
('37. Daumesdick .', '46. Fitchers Vogel .')	1
('37. Daumesdick .', '47. Von dem Machandelboom .')	1
('37. Daumesdick .', '49. Die sechs Schwäne .')	1
('37. Daumesdick .', '50. Dornröschen .')	1
('37. Daumesdick .', '53. Sneewittchen .')	1
('37. Daumesdick .', '56. Der Liebste Roland .')	1
('37. Daumesdick .', '57. Der goldene Vogel .')	1
('37. Daumesdick .', '59. Der Frieder und das Catherlieschen .')	1
('37. Daumesdick .', '61. Das Bürle .')	1
('37. Daumesdick .', '63. Die drei Federn .')	1
('37. Daumesdick .', '64. Die goldene Gans .')	1
('37. Daumesdick .', '65. Allerleirauh .')	1
('37. Daumesdick .', '66. Häsichenbraut .')	1
('37. Daumesdick .', '67. Die zwölf Jäger .')	1
('37. Daumesdick .', '71. Sechse kommen durch die ganze Welt .')	1
('37. Daumesdick .', '73. Der Wolf und der Fuchs .')	1
('37. Daumesdick .', '74. Der Fuchs und die Frau Gevatterin .')	1
('37. Daumesdick .', '76. Die Nelke .')	1
('37. Daumesdick .', '80. Von dem Tode des Hühnchens .')	1
('37. Daumesdick .', '83. Hans im Glück .')	1
('37. Daumesdick .', '84. Hans heirathet .')	1
('38. Die Hochzeit der Frau Füchsin .', '39. Die Wichtelmänner .')	1
('38. Die Hochzeit der Frau Füchsin .', '41. Herr Korbes .')	1
('38. Die Hochzeit der Frau Füchsin .', '42. Der Herr Gevatter .')	1
('38. Die Hochzeit der Frau Füchsin .', '47. Von dem Machandelboom .')	1
('38. Die Hochzeit der Frau Füchsin .', '52. König Drosselbart .')	1
('38. Die Hochzeit der Frau Füchsin .', '57. Der goldene Vogel .')	1
('38. Die Hochzeit der Frau Füchsin .', '60. Die zwei Brüder .')	1
('38. Die Hochzeit der Frau Füchsin .', '61. Das Bürle .')	1
('38. Die Hochzeit der Frau Füchsin .', '63. Die drei Federn .')	1
('38. Die Hochzeit der Frau Füchsin .', '66. Häsichenbraut .')	1
('38. Die Hochzeit der Frau Füchsin .', '71. Sechse kommen durch die ganze Welt .')	1
('38. Die Hochzeit der Frau Füchsin .', '76. Die Nelke .')	1
('38. Die Hochzeit der Frau Füchsin .', '78. Der alte Großvater und der Enkel .')	1
('38. Die Hochzeit der Frau Füchsin .', '84. Hans heirathet .')	1
('38. Die Hochzeit der Frau Füchsin .', '85. Die Goldkinder .')	1
('38. Die Hochzeit der Frau Füchsin .', '86. Der Fuchs und die Gänse .')	1
('38. Die Hochzeit der Frau Füchsin .', 'full corpus')	1
('39. Die Wichtelmänner .', '42. Der Herr Gevatter .')	1
('39. Die Wichtelmänner .', '43. Frau Trude .')	1
('39. Die Wichtelmänner .', '44. Der Gevatter Tod .')	1
('39. Die Wichtelmänner .', '45. Daumerlings Wanderschaft .')	1
('39. Die Wichtelmänner .', '46. Fitchers Vogel .')	1
('39. Die Wichtelmänner .', '47. Von dem Machandelboom .')	1
('39. Die Wichtelmänner .', '48. Der alte Sultan .')	1
('39. Die Wichtelmänner .', '58. Der Hund und der Sperling .')	1
('39. Die Wichtelmänner .', '59. Der Frieder und das Catherlieschen .')	1
('39. Die Wichtelmänner .', '61. Das Bürle .')	1
('39. Die Wichtelmänner .', '63. Die drei Federn .')	1
('39. Die Wichtelmänner .', '64. Die goldene Gans .')	1
('39. Die Wichtelmänner .', '66. Häsichenbraut .')	1
('39. Die Wichtelmänner .', '68. De Gaudeif un sien Meester .')	1
('39. Die Wichtelmänner .', '71. Sechse kommen durch die ganze Welt .')	1
('39. Die Wichtelmänner .', '74. Der Fuchs und die Frau Gevatterin .')	1
('39. Die Wichtelmänner .', '84. Hans heirathet .')	1
('39. Die Wichtelmänner .', '85. Die Goldkinder .')	1
('40. Der Räuberbräutigam .', '41. Herr Korbes .')	1
('40. Der Räuberbräutigam .', '48. Der alte Sultan .')	1
('40. Der Räuberbräutigam .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('40. Der Räuberbräutigam .', '55. Rumpelstilzchen .')	1
('40. Der Räuberbräutigam .', '57. Der goldene Vogel .')	1
('40. Der Räuberbräutigam .', '59. Der Frieder und das Catherlieschen .')	1
('40. Der Räuberbräutigam .', '61. Das Bürle .')	1
('40. Der Räuberbräutigam .', '64. Die goldene Gans .')	1
('40. Der Räuberbräutigam .', '67. Die zwölf Jäger .')	1
('40. Der Räuberbräutigam .', '69. Jorinde und Joringel .')	1
('40. Der Räuberbräutigam .', '73. Der Wolf und der Fuchs .')	1
('40. Der Räuberbräutigam .', '75. Der Fuchs und die Katze .')	1
('40. Der Räuberbräutigam .', '79. Die Wassernixe .')	1
('40. Der Räuberbräutigam .', '81. Bruder Lustig .')	1
('41. Herr Korbes .', '43. Frau Trude .')	1
('41. Herr Korbes .', '46. Fitchers Vogel .')	1
('41. Herr Korbes .', '48. Der alte Sultan .')	1
('41. Herr Korbes .', '51. Fundevogel .')	1
('41. Herr Korbes .', '58. Der Hund und der Sperling .')	1
('41. Herr Korbes .', '59. Der Frieder und das Catherlieschen .')	1
('41. Herr Korbes .', '75. Der Fuchs und die Katze .')	1
('41. Herr Korbes .', '77. Das kluge Grethel .')	1
('41. Herr Korbes .', '85. Die Goldkinder .')	1
('41. Herr Korbes .', 'full corpus')	1
('42. Der Herr Gevatter .', '45. Daumerlings Wanderschaft .')	1
('42. Der Herr Gevatter .', '46. Fitchers Vogel .')	1
('42. Der Herr Gevatter .', '49. Die sechs Schwäne .')	1
('42. Der Herr Gevatter .', '50. Dornröschen .')	1
('42. Der Herr Gevatter .', '51. Fundevogel .')	1
('42. Der Herr Gevatter .', '52. König Drosselbart .')	1
('42. Der Herr Gevatter .', '53. Sneewittchen .')	1
('42. Der Herr Gevatter .', '59. Der Frieder und das Catherlieschen .')	1
('42. Der Herr Gevatter .', '60. Die zwei Brüder .')	1
('42. Der Herr Gevatter .', '61. Das Bürle .')	1
('42. Der Herr Gevatter .', '64. Die goldene Gans .')	1
('42. Der Herr Gevatter .', '68. De Gaudeif un sien Meester .')	1
('42. Der Herr Gevatter .', '75. Der Fuchs und die Katze .')	1
('42. Der Herr Gevatter .', '78. Der alte Großvater und der Enkel .')	1
('42. Der Herr Gevatter .', '80. Von dem Tode des Hühnchens .')	1
('42. Der Herr Gevatter .', '81. Bruder Lustig .')	1
('42. Der Herr Gevatter .', '83. Hans im Glück .')	1
('43. Frau Trude .', '46. Fitchers Vogel .')	1
('43. Frau Trude .', '48. Der alte Sultan .')	1
('43. Frau Trude .', '51. Fundevogel .')	1
('43. Frau Trude .', '53. Sneewittchen .')	1
('43. Frau Trude .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('43. Frau Trude .', '55. Rumpelstilzchen .')	1
('43. Frau Trude .', '58. Der Hund und der Sperling .')	1
('43. Frau Trude .', '64. Die goldene Gans .')	1
('43. Frau Trude .', '67. Die zwölf Jäger .')	1
('43. Frau Trude .', '68. De Gaudeif un sien Meester .')	1
('43. Frau Trude .', '69. Jorinde und Joringel .')	1
('43. Frau Trude .', '70. Die drei Glückskinder .')	1
('43. Frau Trude .', '71. Sechse kommen durch die ganze Welt .')	1
('43. Frau Trude .', '73. Der Wolf und der Fuchs .')	1
('43. Frau Trude .', '76. Die Nelke .')	1
('43. Frau Trude .', '78. Der alte Großvater und der Enkel .')	1
('43. Frau Trude .', '79. Die Wassernixe .')	1
('43. Frau Trude .', '85. Die Goldkinder .')	1
('44. Der Gevatter Tod .', '46. Fitchers Vogel .')	1
('44. Der Gevatter Tod .', '48. Der alte Sultan .')	1
('44. Der Gevatter Tod .', '49. Die sechs Schwäne .')	1
('44. Der Gevatter Tod .', '50. Dornröschen .')	1
('44. Der Gevatter Tod .', '52. König Drosselbart .')	1
('44. Der Gevatter Tod .', '53. Sneewittchen .')	1
('44. Der Gevatter Tod .', '56. Der Liebste Roland .')	1
('44. Der Gevatter Tod .', '58. Der Hund und der Sperling .')	1
('44. Der Gevatter Tod .', '59. Der Frieder und das Catherlieschen .')	1
('44. Der Gevatter Tod .', '64. Die goldene Gans .')	1
('44. Der Gevatter Tod .', '68. De Gaudeif un sien Meester .')	1
('44. Der Gevatter Tod .', '75. Der Fuchs und die Katze .')	1
('44. Der Gevatter Tod .', '76. Die Nelke .')	1
('44. Der Gevatter Tod .', '78. Der alte Großvater und der Enkel .')	1
('45. Daumerlings Wanderschaft .', '47. Von dem Machandelboom .')	1
('45. Daumerlings Wanderschaft .', '52. König Drosselbart .')	1
('45. Daumerlings Wanderschaft .', '61. Das Bürle .')	1
('45. Daumerlings Wanderschaft .', '63. Die drei Federn .')	1
('45. Daumerlings Wanderschaft .', '65. Allerleirauh .')	1
('45. Daumerlings Wanderschaft .', '66. Häsichenbraut .')	1
('45. Daumerlings Wanderschaft .', '67. Die zwölf Jäger .')	1
('45. Daumerlings Wanderschaft .', '71. Sechse kommen durch die ganze Welt .')	1
('45. Daumerlings Wanderschaft .', '72. Der Wolf und der Mensch .')	1
('45. Daumerlings Wanderschaft .', '74. Der Fuchs und die Frau Gevatterin .')	1
('45. Daumerlings Wanderschaft .', '75. Der Fuchs und die Katze .')	1
('45. Daumerlings Wanderschaft .', '76. Die Nelke .')	1
('45. Daumerlings Wanderschaft .', '84. Hans heirathet .')	1
('46. Fitchers Vogel .', '47. Von dem Machandelboom .')	1
('46. Fitchers Vogel .', '52. König Drosselbart .')	1
('46. Fitchers Vogel .', '55. Rumpelstilzchen .')	1
('46. Fitchers Vogel .', '57. Der goldene Vogel .')	1
('46. Fitchers Vogel .', '59. Der Frieder und das Catherlieschen .')	1
('46. Fitchers Vogel .', '64. Die goldene Gans .')	1
('46. Fitchers Vogel .', '67. Die zwölf Jäger .')	1
('46. Fitchers Vogel .', '68. De Gaudeif un sien Meester .')	1
('46. Fitchers Vogel .', '71. Sechse kommen durch die ganze Welt .')	1
('46. Fitchers Vogel .', '78. Der alte Großvater und der Enkel .')	1
('46. Fitchers Vogel .', '80. Von dem Tode des Hühnchens .')	1
('46. Fitchers Vogel .', '83. Hans im Glück .')	1
('46. Fitchers Vogel .', 'full corpus')	1
('47. Von dem Machandelboom .', '48. Der alte Sultan .')	1
('47. Von dem Machandelboom .', '52. König Drosselbart .')	1
('47. Von dem Machandelboom .', '57. Der goldene Vogel .')	1
('47. Von dem Machandelboom .', '58. Der Hund und der Sperling .')	1
('47. Von dem Machandelboom .', '61. Das Bürle .')	1
('47. Von dem Machandelboom .', '63. Die drei Federn .')	1
('47. Von dem Machandelboom .', '66. Häsichenbraut .')	1
('47. Von dem Machandelboom .', '69. Jorinde und Joringel .')	1
('47. Von dem Machandelboom .', '74. Der Fuchs und die Frau Gevatterin .')	1
('47. Von dem Machandelboom .', '78. Der alte Großvater und der Enkel .')	1
('47. Von dem Machandelboom .', '84. Hans heirathet .')	1
('47. Von dem Machandelboom .', '85. Die Goldkinder .')	1
('47. Von dem Machandelboom .', 'full corpus')	1
('48. Der alte Sultan .', '50. Dornröschen .')	1
('48. Der alte Sultan .', '51. Fundevogel .')	1
('48. Der alte Sultan .', '52. König Drosselbart .')	1
('48. Der alte Sultan .', '53. Sneewittchen .')	1
('48. Der alte Sultan .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('48. Der alte Sultan .', '56. Der Liebste Roland .')	1
('48. Der alte Sultan .', '58. Der Hund und der Sperling .')	1
('48. Der alte Sultan .', '60. Die zwei Brüder .')	1
('48. Der alte Sultan .', '63. Die drei Federn .')	1
('48. Der alte Sultan .', '64. Die goldene Gans .')	1
('48. Der alte Sultan .', '66. Häsichenbraut .')	1
('48. Der alte Sultan .', '69. Jorinde und Joringel .')	1
('48. Der alte Sultan .', '71. Sechse kommen durch die ganze Welt .')	1
('48. Der alte Sultan .', '72. Der Wolf und der Mensch .')	1
('48. Der alte Sultan .', '78. Der alte Großvater und der Enkel .')	1
('48. Der alte Sultan .', '83. Hans im Glück .')	1
('48. Der alte Sultan .', '84. Hans heirathet .')	1
('49. Die sechs Schwäne .', '51. Fundevogel .')	1
('49. Die sechs Schwäne .', '52. König Drosselbart .')	1
('49. Die sechs Schwäne .', '60. Die zwei Brüder .')	1
('49. Die sechs Schwäne .', '62. Die Bienenkönigin .')	1
('49. Die sechs Schwäne .', '64. Die goldene Gans .')	1
('49. Die sechs Schwäne .', '65. Allerleirauh .')	1
('49. Die sechs Schwäne .', '71. Sechse kommen durch die ganze Welt .')	1
('49. Die sechs Schwäne .', '75. Der Fuchs und die Katze .')	1
('49. Die sechs Schwäne .', '79. Die Wassernixe .')	1
('49. Die sechs Schwäne .', '81. Bruder Lustig .')	1
('49. Die sechs Schwäne .', '85. Die Goldkinder .')	1
('50. Dornröschen .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('50. Dornröschen .', '55. Rumpelstilzchen .')	1
('50. Dornröschen .', '56. Der Liebste Roland .')	1
('50. Dornröschen .', '62. Die Bienenkönigin .')	1
('50. Dornröschen .', '63. Die drei Federn .')	1
('50. Dornröschen .', '65. Allerleirauh .')	1
('50. Dornröschen .', '70. Die drei Glückskinder .')	1
('50. Dornröschen .', '73. Der Wolf und der Fuchs .')	1
('50. Dornröschen .', '85. Die Goldkinder .')	1
('51. Fundevogel .', '54. Der Ranzen , das Hütlein und das Hörnlein .')	1
('51. Fundevogel .', '59. Der Frieder und das Catherlieschen .')	1
('51. Fundevogel .', '61. Das Bürle .')	1
('51. Fundevogel .', '64. Die goldene Gans .')	1
('51. Fundevogel .', '69. Jorinde und Joringel .')	1
('51. Fundevogel .', '73. Der Wolf und der Fuchs .')	1
('51. Fundevogel .', '75. Der Fuchs und die Katze .')	1
('51. Fundevogel .', '77. Das kluge Grethel .')	1
('51. Fundevogel .', '79. Die Wassernixe .')	1
('51. Fundevogel .', '80. Von dem Tode des Hühnchens .')	1
('51. Fundevogel .', '81. Bruder Lustig .')	1
